id,price,bedrooms,bathrooms,sqft_lot_normalized,floors,waterfront,view,condition,yr_built,yr_renovated,zipcode,lat,long,nearest_station_distance_km,density,commute_time,distance_to_point_km,grade_living_normalized,lot_size_category,grade_living_category,outliers_ecod,cluster_no_outlier,sqft_lot,grade_living,is_near_shore_encoded,bedrooms_cat_<3,bedrooms_cat_>4,bed-3,bed-4
6089,150000.0,3,1.0,8.77786371462117,1.5,0,0,3,1928,0,98014,47.7087,-121.352,71762.10652337619,89.0,34.2,11.38664863122857,8.400884069015854,1,0,0,1.0,6488,4450,0,0.0,0.0,0.0,0.0
6092,229900.0,3,1.0,9.08805973726735,1.0,0,0,4,1968,0,98003,47.2742,-122.299,33929.42761919318,4392.0,32.4,4.728595838282385,8.863757191604241,1,0,0,1.0,8848,7070,0,0.0,0.0,0.0,0.0
6097,302000.0,3,1.0,8.853808274977197,1.5,0,0,4,1955,0,98133,47.754,-122.341,5710.192391585678,7038.0,30.4,2.9049909602465376,8.958154135209242,1,0,0,1.0,7000,7770,0,0.0,0.0,0.0,0.0
6102,340000.0,2,0.75,10.785041901601424,1.0,1,2,5,1947,0,98070,47.4285,-122.511,22494.55080492136,295.0,36.8,0.0708281865994052,8.757940876678804,2,0,1,-1.0,48292,6360,1,1.0,0.0,1.0,0.0
6105,440000.0,1,1.0,11.073955278304666,1.0,0,0,3,2009,0,98072,47.7433,-122.082,18997.49056524136,1386.0,30.7,9.782045239294346,9.002208578282412,2,0,0,1.0,64469,8120,0,1.0,0.0,1.0,0.0
6108,361500.0,2,1.0,8.258681496264236,1.0,0,0,4,1909,0,98117,47.6842,-122.365,3417.7677606128423,9392.0,30.0,1.6789061045934557,8.525359754082631,0,0,1,-1.0,3860,5040,0,1.0,0.0,1.0,0.0
6110,154950.0,4,1.0,9.228573140237245,1.0,0,0,4,1966,0,98002,47.277,-122.211,34455.07538916638,5015.0,29.5,10.200418026605544,9.169622538697624,2,0,0,1.0,10183,9600,0,0.0,0.0,0.0,0.0
6120,185000.0,1,1.0,8.517393171418904,1.0,0,0,4,1908,0,98118,47.5289,-122.272,6351.608196948747,7844.0,31.2,0.6724058330421758,8.371242135931933,0,0,1,-1.0,5000,4320,0,1.0,0.0,1.0,0.0
6124,345000.0,3,1.0,7.878912912297133,1.5,0,0,3,1903,0,98122,47.6078,-122.307,1567.1253138005347,17787.0,26.5,1.872172766543316,9.18307194482199,0,0,0,1.0,2640,9730,0,0.0,0.0,0.0,0.0
6131,517500.0,3,1.0,8.853808274977197,1.0,0,0,3,1943,0,98199,47.6453,-122.403,6174.129567263766,5406.0,27.4,1.0894583323870446,9.027738775974909,1,0,0,1.0,7000,8330,0,0.0,0.0,0.0,0.0
6138,337500.0,3,1.0,8.699681400989514,1.5,0,0,3,1900,0,98108,47.5254,-122.318,6005.272524295728,3221.0,29.5,4.161156374582268,8.87360810154911,0,0,0,1.0,6000,7140,0,0.0,0.0,0.0,0.0
6139,425000.0,2,1.0,9.312987208936326,1.0,0,0,4,1955,0,98034,47.7281,-122.233,7654.787665382032,5386.0,28.1,2.5749850210664875,9.116139576577355,2,0,0,1.0,11080,9100,0,1.0,0.0,1.0,0.0
6141,259000.0,2,1.0,9.763650607348328,1.0,0,0,4,1948,0,98059,47.5044,-122.148,14880.867035672469,2541.0,30.8,4.072693316634183,8.707978826622321,2,0,0,1.0,17389,6050,0,1.0,0.0,1.0,0.0
6147,510500.0,3,1.0,8.987321812850125,1.0,0,0,4,1957,0,98007,47.5874,-122.136,13260.054334305158,6617.0,22.7,1.98658305465436,9.09279480812114,1,0,0,1.0,8000,8890,0,0.0,0.0,0.0,0.0
6148,290000.0,4,1.0,8.881975184248867,1.5,0,0,3,1947,0,98155,47.742,-122.325,4301.531478539604,4784.0,30.0,2.9589607310153503,8.709630081951286,1,0,0,1.0,7200,6060,0,0.0,0.0,0.0,0.0
6150,300000.0,2,1.0,8.254528881939745,1.0,0,0,4,1916,0,98133,47.7049,-122.349,1569.525553521681,7038.0,30.4,2.3705761373195746,8.501267040865978,0,0,1,-1.0,3844,4920,0,1.0,0.0,1.0,0.0
6165,382000.0,4,1.0,8.38958706681109,1.5,0,0,3,1924,0,98122,47.6058,-122.3,2090.670491144115,17787.0,26.5,1.3147300966475215,9.407632639699958,0,1,0,1.0,4400,12180,0,0.0,0.0,0.0,0.0
6169,575000.0,2,1.0,8.302265794873367,1.5,0,0,3,1935,0,98199,47.6371,-122.393,5026.612070733776,5406.0,27.4,0.6727214605282252,9.399389249519563,0,1,0,1.0,4032,12080,0,1.0,0.0,1.0,0.0
6172,650000.0,3,1.0,8.81744592104187,1.0,0,0,4,1951,0,98004,47.6322,-122.212,7168.034832096785,5315.0,21.7,1.270535665979552,8.77043908654689,1,0,0,1.0,6750,6440,0,0.0,0.0,0.0,0.0
6173,197000.0,3,1.0,9.77741399528076,1.0,0,0,4,1962,0,98002,47.288,-122.196,33540.18690981831,5015.0,29.5,8.620076094437474,8.939974177289633,2,0,0,1.0,17630,7630,0,0.0,0.0,0.0,0.0
6185,287000.0,2,1.0,8.839421607620602,1.0,0,2,3,1952,0,98178,47.506,-122.242,9694.950903952784,5364.0,32.9,0.5928505815036041,8.781248333236862,1,0,0,1.0,6900,6510,0,1.0,0.0,1.0,0.0
6192,346000.0,2,1.0,7.69484807238461,1.0,0,0,4,1917,0,98144,47.5726,-122.308,794.7220590306296,9389.0,29.3,1.964489413561853,8.921457578947884,0,0,1,-1.0,2196,7490,0,1.0,0.0,1.0,0.0
6198,219000.0,2,1.0,9.105090961257083,1.5,0,0,4,1984,0,98003,47.2887,-122.299,32318.059203622808,4392.0,32.4,6.678526330841718,8.902591637374087,1,0,0,1.0,9000,7350,0,1.0,0.0,1.0,0.0
6201,275000.0,2,1.0,8.294299608857235,1.0,0,0,3,1942,0,98108,47.5531,-122.307,2930.6761113075027,3221.0,29.5,2.8445611088914577,8.525359754082631,0,0,1,-1.0,4000,5040,0,1.0,0.0,1.0,0.0
6206,277000.0,4,1.0,8.657129031713755,1.5,0,0,3,1925,0,98055,47.4768,-122.206,13903.254922796546,5532.0,33.1,2.6939823944342343,9.105090961257083,0,0,0,1.0,5750,9000,0,0.0,0.0,0.0,0.0
6207,337500.0,2,1.0,8.814627555310697,1.0,0,0,3,1950,0,98116,47.5697,-122.395,5657.676800114409,9060.0,32.7,1.1853504243124222,9.116139576577355,1,0,0,1.0,6731,9100,0,1.0,0.0,1.0,0.0
6213,299950.0,2,1.0,8.556606193773073,1.0,0,0,4,1941,0,98126,47.5311,-122.373,7059.5085709520845,7113.0,30.5,1.7206627027134491,8.58316818033977,0,0,1,-1.0,5200,5340,0,1.0,0.0,1.0,0.0
6216,335000.0,3,1.0,8.918784137975802,1.0,0,0,5,1965,0,98133,47.7479,-122.343,5073.588687480094,7038.0,30.4,2.8004084214316407,9.17585244151751,1,0,0,1.0,7470,9660,0,0.0,0.0,0.0,0.0
6217,219950.0,3,1.0,8.987321812850125,1.0,0,0,3,1954,0,98198,47.4211,-122.314,17584.29321136245,5039.0,30.1,2.165874717700471,8.890272839380247,1,0,0,1.0,8000,7260,0,0.0,0.0,0.0,0.0
6220,535000.0,3,1.0,8.748463629942055,1.0,0,0,3,1925,0,98199,47.6505,-122.384,5348.173672548366,5406.0,27.4,0.609978345756093,9.311180686902254,1,0,0,1.0,6300,11060,0,0.0,0.0,0.0,0.0
6237,300000.0,2,1.0,7.817222785508166,2.0,0,0,3,2008,0,98053,47.6972,-122.025,21584.41544250004,827.0,32.5,7.713609984065144,9.108418382250798,0,0,1,-1.0,2482,9030,0,1.0,0.0,1.0,0.0
6241,280000.0,2,1.0,8.657129031713755,1.0,0,0,3,1939,0,98126,47.5642,-122.379,4954.309777488462,7113.0,30.5,2.202962111706647,8.571870752706934,0,0,1,-1.0,5750,5280,0,1.0,0.0,1.0,0.0
6243,1050000.0,4,1.0,9.18296917518005,1.0,0,0,3,1952,0,98004,47.6223,-122.208,7820.305399250679,5315.0,21.7,1.2097554596389075,8.984818995876008,2,0,0,1.0,9729,7980,0,0.0,0.0,0.0,0.0
6247,400000.0,2,1.0,9.287394001418471,1.0,0,0,3,1984,0,98011,47.7273,-122.236,7412.807521723235,3884.0,29.1,2.39541669011701,9.019300924562506,2,0,0,1.0,10800,8260,0,1.0,0.0,1.0,0.0
6260,394475.0,2,1.0,8.294299608857235,1.0,0,0,3,1955,0,98117,47.6929,-122.379,3949.681903713242,9392.0,30.0,1.386122537267128,8.513385953073284,0,0,1,-1.0,4000,4980,0,1.0,0.0,1.0,0.0
6263,175000.0,3,1.0,8.932344569113823,1.0,0,0,4,1958,0,98058,47.4491,-122.176,17723.48631932713,2252.0,34.9,3.829689215372032,8.946505025998682,1,0,0,1.0,7572,7680,0,0.0,0.0,0.0,0.0
6272,248000.0,3,1.0,8.699681400989514,1.0,0,0,4,1954,0,98198,47.4187,-122.323,17870.100704691744,5039.0,30.1,1.4825496736188326,8.93075873555827,0,0,0,1.0,6000,7560,0,0.0,0.0,0.0,0.0
6278,241000.0,3,1.0,9.210440366976515,1.0,0,0,3,1951,0,98178,47.5075,-122.262,8816.597512489287,5364.0,32.9,1.1411973430540971,8.839421607620602,2,0,0,1.0,10000,6900,0,0.0,0.0,0.0,0.0
6282,270000.0,2,1.0,8.648396877031582,1.0,0,0,3,1922,0,98118,47.519,-122.26,7753.502285242533,7844.0,31.2,0.1693247542800151,8.738895704934043,0,0,1,-1.0,5700,6240,1,1.0,0.0,1.0,0.0
6301,248000.0,3,1.0,8.846209127360996,1.0,0,0,4,1968,0,98031,47.4233,-122.177,20096.75853962564,5363.0,31.1,3.172965974444008,9.019300924562506,1,0,0,1.0,6947,8260,0,0.0,0.0,0.0,0.0
6306,313000.0,2,1.0,8.497194544909547,1.0,0,0,5,1954,0,98027,47.5321,-122.029,21925.26864649229,487.0,29.3,3.9750909570302335,8.865170419651774,0,0,1,-1.0,4900,7080,0,1.0,0.0,1.0,0.0
6324,212700.0,2,1.0,8.525359754082631,1.0,0,0,3,1926,0,98126,47.5375,-122.374,6589.357285215975,7113.0,30.5,1.6491880066875229,8.791941988456118,0,0,1,-1.0,5040,6580,0,1.0,0.0,1.0,0.0
6337,397500.0,3,1.0,9.257319373170178,1.0,0,0,4,1954,0,98006,47.5742,-122.139,13017.172162799425,3524.0,27.6,2.080208141769611,8.88336291691676,2,0,0,1.0,10480,7210,0,0.0,0.0,0.0,0.0
6344,505000.0,4,1.0,9.447465720810811,1.5,0,0,4,1929,0,98133,47.763,-122.342,6709.888129470412,7038.0,30.4,2.865845744583059,9.245804036251752,2,0,0,1.0,12675,10360,0,0.0,0.0,0.0,0.0
6345,260000.0,2,1.0,8.476579508530941,1.0,0,0,3,1922,0,98122,47.6147,-122.3,1587.5063746073945,17787.0,26.5,1.462210612847073,8.497194544909547,0,0,1,-1.0,4800,4900,0,1.0,0.0,1.0,0.0
6346,430000.0,2,1.0,8.476579508530941,1.0,0,0,3,1922,0,98122,47.6147,-122.3,1587.5063746073945,17787.0,26.5,1.462210612847073,8.497194544909547,0,0,1,-1.0,4800,4900,0,1.0,0.0,1.0,0.0
6349,439500.0,4,1.0,8.612685172875459,1.5,0,0,3,1950,0,98115,47.6878,-122.285,2601.126877157331,8197.0,26.8,1.224811300796547,9.161255164285691,0,0,0,1.0,5500,9520,0,0.0,0.0,0.0,0.0
6354,299900.0,2,1.0,8.724369949208368,1.0,0,0,3,1950,0,98133,47.7289,-122.34,2972.93058046267,7038.0,30.4,2.494660620370432,8.643120748014027,1,0,0,1.0,6150,5670,0,1.0,0.0,1.0,0.0
6356,239950.0,3,1.0,10.43084575693648,1.5,0,0,4,1942,0,98001,47.2738,-122.271,34099.66949223274,1895.0,31.6,6.741698676905161,9.15915233520675,2,0,0,1.0,33888,9500,0,0.0,0.0,0.0,0.0
6369,263300.0,2,1.0,8.412054873292933,1.0,0,0,3,1951,0,98118,47.5273,-122.265,6767.994837674038,7844.0,31.2,0.2933247356715178,8.748463629942055,0,0,1,-1.0,4500,6300,1,1.0,0.0,1.0,0.0
6370,215000.0,3,1.0,8.800264651310336,1.0,0,0,3,1952,0,98133,47.7508,-122.339,5334.9797015270615,7038.0,30.4,3.215824245947004,8.548885638148727,1,0,0,1.0,6635,5160,0,0.0,0.0,0.0,0.0
6377,800000.0,6,1.0,9.934065253000266,2.0,0,0,3,1954,0,98004,47.6255,-122.209,7617.421668815516,5315.0,21.7,1.494074441868595,9.211439767419485,2,0,1,-1.0,20620,10010,0,0.0,1.0,0.0,1.0
6379,280000.0,2,1.0,10.53212287826962,2.0,0,0,3,1932,0,98136,47.525,-122.389,8372.288642681451,7517.0,30.6,0.3611600960746197,9.677903525682558,2,1,1,-1.0,37500,15960,1,1.0,0.0,1.0,0.0
6380,356000.0,3,1.0,7.769378609513984,1.0,0,0,3,1916,0,98107,47.6744,-122.383,5044.22834561447,12484.0,30.0,0.9083516651235466,8.637816633739977,0,0,0,1.0,2366,5640,0,0.0,0.0,0.0,0.0
6395,170000.0,2,1.0,8.785386587284156,1.0,0,0,3,1948,0,98168,47.4906,-122.306,9866.44104219854,3954.0,27.8,4.724727701471921,8.560444233410552,1,0,0,1.0,6537,5220,0,1.0,0.0,1.0,0.0
6396,178000.0,3,1.0,8.77971129020447,1.0,0,0,5,1969,0,98042,47.3704,-122.08,29062.84977297956,1751.0,35.0,3.897377862818209,8.525359754082631,1,0,0,1.0,6500,5040,0,0.0,0.0,0.0,0.0
6397,144000.0,3,1.0,9.025816391627028,1.0,0,0,3,1958,0,98058,47.4522,-122.178,17355.098375078556,2252.0,34.9,4.1459130700372135,8.922791623969637,1,0,0,1.0,8314,7500,0,0.0,0.0,0.0,0.0
6399,258000.0,2,1.0,8.853808274977197,1.0,0,0,3,1932,0,98024,47.5655,-121.89,31777.64357279057,249.0,33.4,12.415467408987364,8.412054873292933,1,0,0,1.0,7000,4500,0,1.0,0.0,1.0,0.0
6405,473000.0,2,1.0,8.294299608857235,1.0,0,0,3,1942,0,98199,47.6488,-122.385,5461.882799185108,5406.0,27.4,0.8109579860178947,8.637816633739977,0,0,1,-1.0,4000,5640,0,1.0,0.0,1.0,0.0
6407,470000.0,3,1.0,9.015298250772847,1.0,0,0,3,1948,0,98125,47.7009,-122.301,2042.5117898344408,7999.0,28.9,2.017666537740133,9.078065332666364,1,0,0,1.0,8227,8760,0,0.0,0.0,0.0,0.0
6416,238950.0,2,1.0,8.48446336679332,1.0,0,0,3,1938,0,98055,47.4909,-122.203,12793.720990142252,5532.0,33.1,1.3488606580227092,8.30671904320269,0,0,1,-1.0,4838,4050,0,1.0,0.0,1.0,0.0
6431,354500.0,3,1.0,9.341105441855737,1.5,0,0,4,1950,0,98155,47.7435,-122.296,5073.954921698233,4784.0,30.0,0.9659936187294776,8.993551586299981,2,0,0,1.0,11396,8050,0,0.0,0.0,0.0,0.0
6437,152000.0,3,1.0,8.492080490601163,1.0,0,0,4,1978,0,98042,47.3623,-122.09,29352.06989983974,1751.0,35.0,3.7879068312162847,8.77043908654689,0,0,0,1.0,4875,6440,0,0.0,0.0,0.0,0.0
6438,322000.0,3,1.0,9.228376734462282,1.0,0,0,3,1961,0,98034,47.7231,-122.229,7760.912912138787,5386.0,28.1,2.2427886597474043,8.812992231969966,2,0,0,1.0,10181,6720,0,0.0,0.0,0.0,0.0
6440,595000.0,3,1.0,8.284251797621916,1.5,0,0,4,1907,0,98144,47.5936,-122.301,1792.1912110062913,9389.0,29.3,1.0300751986917125,9.298442820197728,0,0,0,1.0,3960,10920,0,0.0,0.0,0.0,0.0
6441,165000.0,3,1.0,8.900412690577083,1.0,0,0,3,1981,0,98055,47.4339,-122.192,18512.04224940817,5532.0,33.1,4.671769355838066,9.17585244151751,1,0,0,1.0,7334,9660,0,0.0,0.0,0.0,0.0
6444,343566.0,2,1.0,8.343077871169383,1.0,0,0,3,1954,0,98136,47.5312,-122.392,8057.49832059764,7517.0,30.6,0.491885912508495,8.94910546953925,0,0,1,-1.0,4200,7700,1,1.0,0.0,1.0,0.0
6454,490000.0,2,1.0,8.101980731853192,1.5,0,0,4,1910,0,98107,47.6757,-122.362,3464.3485697898304,12484.0,30.0,1.185454462258599,9.309370895439136,0,0,1,-1.0,3300,11040,0,1.0,0.0,1.0,0.0
6461,313300.0,2,1.0,8.476579508530941,1.0,0,0,3,1911,1940,98116,47.5754,-122.414,6777.277727717482,9060.0,32.7,0.2794188932053132,8.669227347271736,0,0,1,-1.0,4800,5820,1,1.0,0.0,1.0,0.0
6466,455000.0,3,1.0,9.49408972140025,2.5,0,0,3,1940,0,98027,47.5378,-122.043,20752.721605370865,487.0,29.3,2.914206472737241,9.091669442258503,2,0,0,1.0,13280,8880,0,0.0,0.0,0.0,0.0
6480,217000.0,2,1.0,7.783640596221253,1.0,0,1,3,1934,0,98198,47.35,-122.322,25499.79482390723,5039.0,30.1,0.1274575148898297,7.979681302387741,0,0,1,-1.0,2400,2920,1,1.0,0.0,1.0,0.0
6489,194900.0,2,1.0,8.80956425335415,1.0,0,0,4,1923,0,98002,47.3057,-122.216,31261.14828459456,5015.0,29.5,7.737747861332683,8.488999457045455,1,0,0,1.0,6697,4860,0,1.0,0.0,1.0,0.0
6494,405000.0,2,1.0,8.371936178759098,1.0,0,0,3,1942,0,98199,47.6604,-122.401,6519.4688869464135,5406.0,27.4,0.5505123574894124,8.371242135931933,0,0,1,-1.0,4323,4320,0,1.0,0.0,1.0,0.0
6514,775000.0,3,1.0,9.254835611862736,1.0,0,0,4,1949,0,98004,47.6388,-122.218,6559.000208745732,5315.0,21.7,0.4569241498177674,8.860924729719041,2,0,1,-1.0,10454,7050,1,0.0,0.0,0.0,0.0
6516,327000.0,2,1.0,9.18512512283512,1.0,0,0,3,1947,0,98155,47.7532,-122.318,5592.754862135984,4784.0,30.0,2.7075017142007174,8.921457578947884,2,0,0,1.0,9750,7490,0,1.0,0.0,1.0,0.0
6525,393000.0,2,1.0,8.517393171418904,1.0,0,0,4,1921,0,98103,47.6914,-122.352,2159.015370406178,11391.0,27.1,1.332668701773816,8.667507952075105,0,0,1,-1.0,5000,5810,0,1.0,0.0,1.0,0.0
6536,280000.0,3,1.0,9.310276200588785,1.0,0,0,3,1981,0,98045,47.4485,-121.776,42901.07417272611,91.0,30.2,4.224347647115536,9.16858043772795,2,0,0,1.0,11050,9590,0,0.0,0.0,0.0,0.0
6556,234000.0,3,1.0,9.09459276343187,1.0,0,0,5,1968,0,98042,47.3627,-122.108,28563.096680503582,1751.0,35.0,2.646708731594184,8.863757191604241,1,0,0,1.0,8906,7070,0,0.0,0.0,0.0,0.0
6557,121800.0,2,1.0,9.034199674257309,1.0,0,0,3,1947,0,98146,47.5065,-122.364,8990.814724088716,6034.0,29.8,1.49881715099313,8.45553053102413,1,0,0,1.0,8384,4700,0,1.0,0.0,1.0,0.0
6562,269000.0,1,1.0,8.97727273946428,1.0,0,0,3,1947,1983,98106,47.5385,-122.355,5574.047326638571,5006.0,29.4,3.083219865599835,8.87360810154911,1,0,0,1.0,7920,7140,0,1.0,0.0,1.0,0.0
6565,252750.0,4,1.0,8.910720661951359,1.5,0,0,3,1944,0,98166,47.4798,-122.344,11319.042728719807,3913.0,28.5,1.336390823883154,9.060795734696166,1,0,0,1.0,7410,8610,0,0.0,0.0,0.0,0.0
6588,425000.0,2,1.0,8.517393171418904,1.0,0,0,4,1920,0,98136,47.5449,-122.388,6886.084128239848,7517.0,30.6,0.7509174017652988,9.010791269515602,0,0,1,-1.0,5000,8190,0,1.0,0.0,1.0,0.0
6589,230000.0,3,1.0,8.922791623969637,1.0,0,0,3,1965,0,98146,47.5112,-122.359,8357.026924502825,6034.0,29.8,2.1283660150803674,8.967121656230923,1,0,0,1.0,7500,7840,0,0.0,0.0,0.0,0.0
6615,225000.0,3,1.0,8.614864218589684,1.0,0,0,4,1963,0,98056,47.4944,-122.165,14535.0231400475,4879.0,29.6,3.0347498285229224,8.658866349732383,0,0,0,1.0,5512,5760,0,0.0,0.0,0.0,0.0
6622,371500.0,3,1.0,8.764209507142004,1.0,0,0,4,1954,0,98106,47.52,-122.365,7707.042404215143,5006.0,29.4,2.593014594697884,9.35452729228868,1,1,0,1.0,6400,11550,0,0.0,0.0,0.0,0.0
6640,350000.0,3,1.0,9.19023970026918,1.0,0,0,4,1950,0,98155,47.7604,-122.329,6340.874359841807,4784.0,30.0,3.758055044015867,9.285540604539118,2,0,0,1.0,9800,10780,0,0.0,0.0,0.0,0.0
6651,176000.0,2,1.0,8.556606193773073,1.0,0,0,5,1969,0,98042,47.3627,-122.087,29445.110386380824,1751.0,35.0,3.6362162596657166,8.438366410870266,0,0,1,-1.0,5200,4620,0,1.0,0.0,1.0,0.0
6653,168000.0,3,1.0,8.88336291691676,1.0,0,0,4,1977,0,98030,47.3729,-122.183,24913.85577642049,5499.0,30.7,1.5655506675254132,8.881975184248867,1,0,0,1.0,7210,7200,0,0.0,0.0,0.0,0.0
6662,193000.0,2,1.0,9.0642735958414,1.0,0,0,4,1951,0,98188,47.4559,-122.289,13822.187388644805,3413.0,25.6,6.349096487454304,8.131824785007195,1,0,0,1.0,8640,3400,0,1.0,0.0,1.0,0.0
6665,455000.0,2,1.0,8.546946149565585,1.0,0,0,4,1908,0,98117,47.6853,-122.366,3409.722709655864,9392.0,30.0,1.8019156772996423,8.76732914779405,0,0,1,-1.0,5150,6420,0,1.0,0.0,1.0,0.0
6666,463000.0,2,1.0,8.639587799629844,2.0,0,1,4,1943,0,98126,47.5495,-122.377,5913.534478267759,7113.0,30.5,1.60041416206891,9.076923258535832,0,0,0,1.0,5650,8750,0,1.0,0.0,1.0,0.0
6673,215000.0,3,1.0,9.165761328578215,1.0,0,0,5,1967,0,98023,47.2864,-122.357,32736.77703836077,5049.0,34.9,2.407434366248613,8.812992231969966,2,0,0,1.0,9563,6720,0,0.0,0.0,0.0,0.0
6674,590000.0,2,1.0,8.771990436532242,1.0,0,0,4,1920,0,98117,47.6833,-122.398,5648.875585092451,9392.0,30.0,0.4162811434706279,9.27902652976463,1,0,1,-1.0,6450,10710,1,1.0,0.0,1.0,0.0
6681,230000.0,3,1.0,9.082620630373812,1.0,0,0,3,1955,0,98146,47.497,-122.357,9756.040370225292,6034.0,29.8,0.9786593903296052,9.076923258535832,1,0,0,1.0,8800,8750,0,0.0,0.0,0.0,0.0
6685,253905.0,3,1.0,9.036106025364846,1.0,0,0,5,1958,0,98056,47.5112,-122.167,13272.81995647038,4879.0,29.6,2.700219216479853,8.791941988456118,1,0,0,1.0,8400,6580,0,0.0,0.0,0.0,0.0
6692,246000.0,3,1.0,8.910720661951359,1.0,0,0,3,1944,0,98166,47.4798,-122.343,11303.182491691136,3913.0,28.5,1.4080546131354976,9.036106025364846,1,0,0,1.0,7410,8400,0,0.0,0.0,0.0,0.0
6698,185000.0,2,1.0,9.116139576577355,1.0,0,0,4,1960,0,98023,47.328,-122.341,28020.526233511635,5049.0,34.9,1.372349567926519,8.814776088545281,1,0,0,1.0,9100,6732,0,1.0,0.0,1.0,0.0
6704,203000.0,2,1.0,9.11250701162742,1.0,0,0,3,1951,0,98168,47.4815,-122.331,10963.4312170993,3954.0,27.8,2.259178225824069,8.776630098427717,1,0,0,1.0,9067,6480,0,1.0,0.0,1.0,0.0
6706,275000.0,3,1.0,8.962007209588313,1.0,0,0,4,1954,0,98126,47.5196,-122.371,7987.7090442323715,7113.0,30.5,2.3222417500067625,9.036106025364846,1,0,0,1.0,7800,8400,0,0.0,0.0,0.0,0.0
6719,244500.0,2,1.0,9.105090961257083,1.0,0,0,3,1923,0,98065,47.526,-121.81,38235.39015311462,224.0,32.6,13.191590582512756,8.423102268016642,1,0,0,1.0,9000,4550,0,1.0,0.0,1.0,0.0
6720,301000.0,2,1.0,9.105090961257083,1.0,0,0,3,1923,0,98065,47.526,-121.81,38235.39015311462,224.0,32.6,13.191590582512756,8.423102268016642,1,0,0,1.0,9000,4550,0,1.0,0.0,1.0,0.0
6728,253000.0,3,1.0,9.18512512283512,1.0,0,0,3,1968,1998,98198,47.3862,-122.304,21471.869699558712,5039.0,30.1,1.700319983750883,9.19023970026918,2,0,0,1.0,9750,9800,0,0.0,0.0,0.0,0.0
6733,345000.0,2,1.0,8.657129031713755,1.0,0,0,4,1932,0,98126,47.5518,-122.37,5334.418095601692,7113.0,30.5,2.1397111800737614,8.669227347271736,0,0,1,-1.0,5750,5820,0,1.0,0.0,1.0,0.0
6739,299950.0,3,1.0,9.161780181360806,1.0,0,0,3,1955,0,98106,47.5274,-122.345,6281.529704076725,5006.0,29.4,4.212946012504008,9.044403844431551,2,0,0,1.0,9525,8470,0,0.0,0.0,0.0,0.0
6741,430000.0,2,1.0,8.476996001664824,1.0,0,0,3,1947,0,98117,47.6876,-122.395,5271.280346537241,9392.0,30.0,0.6337572834348593,8.843759381917984,0,0,1,-1.0,4802,6930,0,1.0,0.0,1.0,0.0
6744,333000.0,3,1.0,8.525359754082631,1.0,0,0,3,1964,0,98118,47.5263,-122.286,6200.867811240828,7844.0,31.2,1.8263372306319687,9.33617975681533,0,0,0,1.0,5040,11340,0,0.0,0.0,0.0,0.0
6750,286000.0,2,1.0,8.153637486385282,1.0,0,0,4,1930,0,98045,47.4944,-121.789,40481.27605165376,91.0,30.2,9.362703015763442,8.268988209506656,0,0,1,-1.0,3475,3900,0,1.0,0.0,1.0,0.0
6754,1039000.0,4,1.0,8.517393171418904,2.0,0,0,5,1910,0,98144,47.5807,-122.291,1577.644620591553,9389.0,29.3,0.3929112178975975,10.213945768177046,0,2,1,-1.0,5000,27280,1,0.0,0.0,0.0,0.0
6758,295000.0,3,1.0,9.02653771890043,1.0,0,0,5,1951,0,98155,47.7548,-122.316,5790.853346759017,4784.0,30.0,2.625784225440589,8.699681400989514,1,0,0,1.0,8320,6000,0,0.0,0.0,0.0,0.0
6764,198000.0,3,1.0,8.55371796609861,1.0,0,0,4,1968,0,98042,47.3634,-122.086,29425.00096923541,1751.0,35.0,3.628470919576084,8.548885638148727,0,0,0,1.0,5185,5160,0,0.0,0.0,0.0,0.0
6765,350000.0,2,1.0,10.264791764858522,1.0,0,0,4,1953,0,98056,47.4952,-122.172,14078.971405899543,4879.0,29.6,2.5175645572164616,9.052633375946147,2,0,0,1.0,28703,8540,0,1.0,0.0,1.0,0.0
6766,350000.0,3,1.0,8.946505025998682,1.0,0,0,4,1967,0,98034,47.732,-122.231,7958.069007669677,5386.0,28.1,3.2400954805634736,8.863757191604241,1,0,0,1.0,7680,7070,0,0.0,0.0,0.0,0.0
6772,396000.0,3,1.0,9.163353580751846,1.0,0,0,3,1949,0,98133,47.7551,-122.353,6044.485250512763,7038.0,30.4,1.997294840904084,9.536834420213353,2,1,0,1.0,9540,13860,0,0.0,0.0,0.0,0.0
6779,310000.0,1,0.75,7.967626739333816,1.0,0,0,4,1947,0,98117,47.6886,-122.378,4036.090093141701,9392.0,30.0,1.83595611195672,8.045908742270779,0,0,1,-1.0,2885,3120,0,1.0,0.0,1.0,0.0
6781,217000.0,2,1.0,9.181529290122064,1.0,0,0,4,1942,0,98168,47.4924,-122.312,9656.445009973182,3954.0,27.8,3.7912092276182863,8.438366410870266,2,0,0,1.0,9715,4620,0,1.0,0.0,1.0,0.0
6786,399950.0,3,1.0,9.09504174761272,1.0,0,0,4,1954,0,98155,47.7736,-122.296,8173.425088050122,4784.0,30.0,2.992669498803562,9.39607277189222,1,1,0,1.0,8910,12040,0,0.0,0.0,0.0,0.0
6788,212000.0,3,1.0,8.824824939175638,1.0,0,0,5,1951,0,98178,47.492,-122.224,11741.826513489785,5364.0,32.9,1.0199405990331043,8.738895704934043,1,0,0,1.0,6800,6240,0,0.0,0.0,0.0,0.0
