price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,yr_built,yr_renovated,zipcode,lat,long,nearest_station_distance_km,bathroom_category,density,commute_time,distance_to_point_km,is_near_shore,grade_living,bedrooms_cat,lot_size_category,grade_living_category,outliers_ecod,cluster_all_data,cluster_no_outlier
437500.0,4,2.5,8.924523226133914,2.0,0,0,3,1998,0,98059,47.4956,-122.161,14680.438240016998,2-3 Bathrooms,2541.0,30.8,3.2688693040266283,False,9.973060255888088,3-4,1,2,0,0,0.0
865000.0,3,1.75,8.460834457746854,2.0,0,0,3,1947,2013,98199,47.657,-122.394,6002.975389664724,1-2 Bathrooms,5406.0,27.4,0.6904834827145484,False,9.590897844378162,3-4,0,1,0,0,0.0
626000.0,3,2.0,8.881975184248867,1.0,0,0,3,1988,0,98029,47.5709,-122.018,22128.50520864737,1-2 Bathrooms,3095.0,33.1,2.8535191633074,False,9.75272280064639,3-4,1,1,0,0,0.0
247300.0,2,2.0,7.020190708311925,2.0,0,0,3,2009,0,98144,47.596,-122.311,1292.8112398444127,1-2 Bathrooms,9389.0,29.3,1.8058433751151828,False,8.984818995876008,<3,0,0,0,0,1.0
2075000.0,4,3.5,9.92221116653423,2.0,0,0,3,1997,0,98004,47.5954,-122.206,8162.643084684467,+3 Bathrooms,5315.0,21.7,0.4015797962954343,True,10.747874036118608,3-4,2,2,0,0,1.0
425000.0,3,1.0,8.699681400989514,1.5,0,0,2,1937,0,98108,47.5448,-122.32,3879.206483550991,Studio or 1 Bathroom,3221.0,29.5,4.189465260790914,False,9.569482270478703,3-4,0,1,0,2,2.0
905000.0,5,3.5,9.23024103368252,1.0,0,4,3,1970,0,98008,47.6134,-122.112,14969.916739225637,+3 Bathrooms,4695.0,23.6,0.3965325080863464,True,10.236417809461043,>4,2,2,1,1,-1.0
641250.0,3,2.5,7.844240718141811,3.0,0,2,3,1990,0,98117,47.6963,-122.393,4901.438024532164,2-3 Bathrooms,9392.0,30.0,0.5159959280656954,False,10.007892611890918,3-4,0,2,0,0,0.0
675000.0,4,2.5,9.177817180270623,2.0,0,0,3,1984,0,98027,47.5631,-122.085,17163.681917024856,2-3 Bathrooms,487.0,29.3,0.3449998407546634,True,9.850139517034204,3-4,2,2,0,0,1.0
845000.0,4,2.75,11.656462879966424,2.0,0,0,3,2002,0,98045,47.4843,-121.752,43458.18746792456,2-3 Bathrooms,91.0,30.2,7.841060343534572,False,10.508650155427521,3-4,2,2,0,0,0.0
401500.0,4,1.0,9.036106025364846,1.0,0,0,4,1954,0,98133,47.7627,-122.353,6853.40689756215,Studio or 1 Bathroom,7038.0,30.4,2.0543767252179075,False,9.435960853165286,3-4,1,1,0,2,2.0
395000.0,3,2.5,8.231109840328154,2.0,0,0,3,1987,0,98052,47.6825,-122.097,15946.586905001162,2-3 Bathrooms,3741.0,25.0,2.984582323805806,False,9.329988334242078,3-4,0,0,0,0,0.0
1100000.0,5,2.75,9.800956363888462,1.0,0,0,5,1958,0,98040,47.5773,-122.226,6463.168918678055,2-3 Bathrooms,3997.0,26.9,0.955272011414119,False,9.893992617974327,>4,2,2,0,0,1.0
145000.0,3,1.0,8.610865667278873,1.0,0,0,3,1954,0,98168,47.4762,-122.293,11545.264923199024,Studio or 1 Bathroom,3954.0,27.8,5.47227101522997,False,8.709630081951286,3-4,0,0,0,2,2.0
900000.0,3,1.0,8.249575150000199,1.5,0,0,3,1930,0,98117,47.6803,-122.387,5047.459709146528,Studio or 1 Bathroom,9392.0,30.0,1.4392859747518325,False,9.431962766918454,3-4,0,1,0,2,2.0
374500.0,3,1.5,9.063810579280286,1.0,0,0,4,1968,0,98034,47.7289,-122.203,9814.346561203633,1-2 Bathrooms,5386.0,28.1,2.926883150089855,False,9.138951775888529,3-4,1,0,0,0,0.0
850000.0,4,2.25,9.254548626640503,2.0,0,0,4,1965,0,98005,47.6044,-122.168,11175.54154449604,2-3 Bathrooms,2945.0,23.2,3.283740687344068,False,9.833118734869245,3-4,2,2,0,0,0.0
490000.0,3,1.0,8.657129031713755,1.0,0,0,3,1951,0,98116,47.5689,-122.393,5562.407616029273,Studio or 1 Bathroom,9060.0,32.7,1.221475233625194,False,8.812992231969966,3-4,0,0,0,2,2.0
304000.0,3,2.5,8.820847033377717,2.0,0,0,3,1993,0,98003,47.2635,-122.312,35105.13333793678,2-3 Bathrooms,4392.0,32.4,3.473702040119957,False,9.523763287920113,3-4,1,1,0,0,0.0
400000.0,4,2.25,8.881975184248867,1.0,0,0,4,1963,0,98133,47.7648,-122.33,6831.134138506951,2-3 Bathrooms,7038.0,30.4,3.787226226178279,False,9.655731072956666,3-4,1,1,0,0,0.0
454000.0,3,2.0,9.210440366976517,2.0,0,0,3,1992,0,98011,47.7661,-122.205,11577.962642096958,1-2 Bathrooms,3884.0,29.1,3.827444573284623,False,9.517898598432753,3-4,2,1,0,0,0.0
160000.0,2,2.0,8.46611040118692,1.0,0,0,2,1950,0,98118,47.5293,-122.272,6312.439470554033,1-2 Bathrooms,7844.0,31.2,0.6663105030788282,False,8.738895704934043,<3,0,0,0,0,1.0
542000.0,3,1.75,8.991064332188461,1.0,0,0,3,1966,2014,98052,47.67,-122.155,11395.518891801052,1-2 Bathrooms,3741.0,25.0,4.003303583535796,False,8.921457578947884,3-4,1,0,0,0,0.0
403500.0,5,2.5,9.758519582283522,1.0,0,0,4,1968,0,98166,47.4468,-122.341,14888.908837101388,2-3 Bathrooms,3913.0,28.5,1.1768827862117863,False,10.268165387743457,>4,2,2,0,0,1.0
418000.0,4,2.5,9.044521887281242,2.0,0,0,3,2003,0,98038,47.3671,-122.029,31796.375324474,2-3 Bathrooms,572.0,38.8,2.8979285685266323,False,9.865318286418624,3-4,1,2,0,0,0.0
406000.0,4,1.5,8.699681400989514,2.0,0,1,3,1951,0,98198,47.4029,-122.321,19619.099377603165,1-2 Bathrooms,5039.0,30.1,0.6693238031184057,False,9.506065016071148,3-4,0,1,0,0,0.0
242500.0,3,2.25,9.210440366976517,1.0,0,0,3,1978,0,98198,47.3814,-122.322,22010.61602631941,2-3 Bathrooms,5039.0,30.1,0.2918328217300167,True,9.424725681616493,3-4,2,1,0,0,1.0
425000.0,4,2.5,8.601718146485926,2.0,0,0,3,2003,0,98058,47.448,-122.121,20484.9660420128,2-3 Bathrooms,2252.0,34.9,1.7607447682857085,False,10.005186372360962,3-4,0,2,0,0,0.0
613000.0,4,2.0,8.479698986988657,1.5,0,0,3,1909,0,98103,47.667,-122.336,1777.5907987705702,1-2 Bathrooms,11391.0,27.1,0.628941773071411,False,9.292012520620208,3-4,0,0,0,0,0.0
189000.0,3,2.0,9.348535870727583,1.0,0,0,2,1995,0,98045,47.4493,-121.777,42799.8199923663,1-2 Bathrooms,91.0,30.2,4.336210457458462,False,9.232199706329077,3-4,2,0,0,0,0.0
700000.0,4,2.25,9.153875834995056,1.5,0,0,3,1947,2014,98125,47.7061,-122.307,1620.441253084937,2-3 Bathrooms,7999.0,28.9,2.519095719769987,False,9.74572201363806,3-4,1,1,0,0,0.0
750000.0,3,1.0,8.78216942633238,1.5,0,0,4,1935,0,98103,47.6693,-122.339,1888.9068498876725,Studio or 1 Bathroom,11391.0,27.1,0.3078713426870768,True,9.348448774093812,3-4,1,1,1,1,-1.0
494000.0,2,1.0,8.444837529224097,1.0,0,0,4,1906,0,98115,47.6877,-122.325,1352.3610409963237,Studio or 1 Bathroom,8197.0,26.8,0.7242962945447581,False,9.108418382250798,<3,0,0,1,1,-1.0
700000.0,4,3.0,8.959183074206774,2.0,0,0,3,2000,0,98075,47.5972,-122.018,22193.354837302577,2-3 Bathrooms,2675.0,32.3,4.426649848169823,False,10.252417581902414,3-4,1,2,0,0,0.0
705000.0,2,2.5,8.627123250788433,1.0,0,0,3,2007,0,98077,47.7203,-122.024,22416.058818991914,2-3 Bathrooms,802.0,31.1,8.920007834962728,False,9.822331725575118,<3,0,2,0,0,1.0
356000.0,2,1.75,9.709356537782675,1.0,0,0,3,1977,0,98072,47.7409,-122.089,18425.419668919985,1-2 Bathrooms,1386.0,30.7,9.479672678127807,False,8.912069097970134,<3,2,0,0,0,1.0
625000.0,3,1.75,9.438192819018127,1.0,0,0,4,1984,0,98052,47.6659,-122.144,12131.822492391237,1-2 Bathrooms,3741.0,25.0,3.0597633526159744,False,9.57644075656207,3-4,2,1,0,0,0.0
144975.0,2,1.0,8.922791623969637,1.0,0,0,3,1940,0,98198,47.4177,-122.319,17969.61423325677,Studio or 1 Bathroom,5039.0,30.1,1.6115551551134155,False,8.412054873292933,<3,1,0,0,2,0.0
970000.0,4,4.5,8.683893367307235,2.0,0,3,3,2004,0,98029,47.5426,-121.995,24191.56215359177,+3 Bathrooms,3095.0,33.1,5.122238662488388,False,10.664083079084039,3-4,0,2,0,0,0.0
415000.0,3,1.75,9.441213969352303,1.0,0,0,3,1977,0,98072,47.7399,-122.099,17669.747900804767,1-2 Bathrooms,1386.0,30.7,9.366456644688313,False,9.500843461614666,3-4,2,1,0,0,0.0
485000.0,4,3.0,8.860641041773876,1.0,0,0,4,1979,0,98034,47.7306,-122.227,8175.202856135117,2-3 Bathrooms,5386.0,28.1,2.989906769439758,False,9.837401167408268,3-4,1,2,0,0,0.0
799950.0,3,3.0,9.373309200254322,2.0,0,0,3,1997,0,98052,47.6993,-122.118,14992.759831632242,2-3 Bathrooms,3741.0,25.0,5.198584521892403,False,10.275085591132715,3-4,2,2,0,0,0.0
783350.0,4,2.5,10.463160481696102,2.0,0,0,3,1991,0,98077,47.7231,-122.038,21472.52345150668,2-3 Bathrooms,802.0,31.1,8.629357132090485,False,10.401258331428318,3-4,2,2,0,0,0.0
430000.0,1,1.0,7.217443431696533,1.0,0,0,3,1943,0,98109,47.6342,-122.342,2271.1542352700176,Studio or 1 Bathroom,15188.0,22.2,0.1649113200219244,True,8.39185670010494,<3,0,0,1,1,-1.0
2544750.0,5,4.75,9.505395198757377,2.0,0,0,4,1941,0,98112,47.6306,-122.288,2423.6552333458053,+3 Bathrooms,7621.0,25.4,0.7265903927468703,False,10.898607948952096,>4,2,2,0,0,1.0
975000.0,4,2.5,10.677915136047172,1.0,0,0,3,1991,0,98053,47.6915,-122.053,19391.95100674585,2-3 Bathrooms,827.0,32.5,5.049557575862811,False,10.661977618146238,3-4,2,2,0,0,0.0
950000.0,3,1.5,8.993551586299981,1.0,0,0,3,1950,0,98004,47.6304,-122.218,6796.659782152365,1-2 Bathrooms,5315.0,21.7,1.203315538724434,False,9.38437770918244,3-4,1,1,0,0,0.0
350000.0,2,1.0,9.006754319877503,1.5,0,0,3,1944,0,98177,47.7256,-122.361,3487.306779505056,Studio or 1 Bathroom,3647.0,29.5,0.9594997416877228,False,9.211439767419483,<3,1,0,0,2,0.0
637000.0,4,2.75,8.924123891686012,2.0,0,0,3,2008,0,98125,47.7097,-122.305,1878.5587514739632,2-3 Bathrooms,7999.0,28.9,2.186160581308044,False,10.034559673629849,3-4,1,2,0,0,0.0
895000.0,3,2.0,11.565669706225089,1.0,0,0,3,1991,0,98059,47.4806,-122.152,16285.317337450322,1-2 Bathrooms,2541.0,30.8,5.567442111574023,False,9.980494888896912,3-4,2,2,0,0,0.0
579000.0,2,2.0,8.881975184248867,1.0,0,0,5,1946,0,98118,47.5658,-122.276,3085.084428623404,1-2 Bathrooms,7844.0,31.2,0.3943478212142203,True,9.419060402624668,<3,1,1,1,1,-1.0
314900.0,4,1.75,10.206292200258018,1.0,0,0,3,1958,0,98003,47.2877,-122.293,32445.88315444257,1-2 Bathrooms,4392.0,32.4,6.963922880960675,False,9.846970109700957,3-4,2,2,0,0,0.0
122000.0,2,1.0,8.699681400989514,1.0,0,0,3,1945,0,98022,47.2109,-121.985,47812.52822477735,Studio or 1 Bathroom,30.0,34.4,12.84863077020294,False,8.548885638148727,<3,0,0,1,1,-1.0
405000.0,2,1.0,8.006700845440367,1.0,0,0,5,1927,0,98103,47.6868,-122.349,2323.935295599394,Studio or 1 Bathroom,11391.0,27.1,0.7748809682724317,False,8.725994381014571,<3,0,0,1,1,-1.0
553650.0,2,2.5,7.2078598714324755,2.0,0,0,3,1997,0,98112,47.6254,-122.292,2238.633189644357,2-3 Bathrooms,7621.0,25.4,0.7124185724671896,False,9.294773427951013,<3,0,0,0,0,1.0
369900.0,2,2.5,7.5251007461258,3.0,0,0,3,2007,0,98126,47.5472,-122.371,5701.3584942876005,2-3 Bathrooms,7113.0,30.5,2.046071234849943,False,9.55824698622306,<3,0,1,0,0,1.0
225000.0,3,2.0,10.119807878502213,1.0,0,0,4,1979,0,98001,47.2718,-122.291,34218.59143531447,1-2 Bathrooms,1895.0,31.6,5.221436226850253,False,9.561771591591862,3-4,2,1,0,0,0.0
160000.0,2,1.0,9.143238568435446,1.0,0,0,3,1918,0,98178,47.4889,-122.259,10805.35418252825,Studio or 1 Bathroom,5364.0,32.9,2.7487403739840475,False,8.865170419651774,<3,1,0,0,2,0.0
449500.0,4,2.0,12.205777602009114,1.0,0,0,3,1961,0,98038,47.4116,-122.029,28314.506034032383,1-2 Bathrooms,572.0,38.8,7.793769774355773,False,9.87513951702064,3-4,2,2,0,0,0.0
650000.0,3,1.0,9.020026965252676,1.0,0,0,4,1953,0,98004,47.6337,-122.199,8073.120984292485,Studio or 1 Bathroom,5315.0,21.7,1.7846838259224236,False,9.116139576577355,3-4,1,0,0,2,2.0
542126.0,4,2.5,10.671023023099933,2.0,0,0,3,1977,0,98077,47.7661,-122.071,20514.49849067157,2-3 Bathrooms,802.0,31.1,12.397522432216416,False,9.845911404398532,3-4,2,2,0,0,0.0
309950.0,3,1.5,9.655474810542554,1.0,0,0,3,1985,0,98045,47.4752,-121.755,43500.67467614066,1-2 Bathrooms,91.0,30.2,6.831067124174439,False,9.036106025364846,3-4,2,0,0,0,0.0
115000.0,2,1.0,9.712629664719888,1.0,0,0,3,1913,0,98001,47.2841,-122.255,33094.09993772626,Studio or 1 Bathroom,1895.0,31.6,8.889896104288008,False,8.517393171418904,<3,2,0,0,2,0.0
221700.0,2,1.5,9.90353755128617,1.0,0,0,4,1957,0,98032,47.3891,-122.282,21260.72876848244,1-2 Bathrooms,2299.0,30.0,3.2944239895496947,False,9.295875660082446,<3,2,0,0,0,1.0
726000.0,3,2.5,8.263848131368906,1.5,0,0,4,1915,0,98107,47.6642,-122.362,3611.164275997518,2-3 Bathrooms,12484.0,30.0,0.8579290838726046,False,9.623839785112668,3-4,0,1,0,0,0.0
515000.0,3,1.75,8.654168646443315,1.0,0,0,4,1926,0,98116,47.5709,-122.388,5126.245981970751,1-2 Bathrooms,9060.0,32.7,1.7599083414555412,False,9.447071196798909,3-4,0,1,0,0,0.0
756000.0,4,2.5,9.283033057369623,2.0,0,0,3,1991,0,98006,47.5414,-122.133,14103.22875408105,2-3 Bathrooms,3524.0,27.6,4.144040206330203,False,10.1093221647277,3-4,2,2,0,0,0.0
1570000.0,4,3.75,8.674367865788236,2.0,0,0,5,1927,0,98112,47.633,-122.283,2421.0957432168525,+3 Bathrooms,7621.0,25.4,0.5075185698169671,False,10.226693609806864,3-4,0,2,0,0,0.0
442000.0,4,2.25,9.393328373313297,1.0,0,0,4,1979,0,98074,47.6259,-122.051,19178.83881525004,2-3 Bathrooms,2896.0,32.7,1.5262763350264614,False,9.719624808723344,3-4,2,1,0,0,0.0
260000.0,4,2.0,8.98632143762602,2.0,0,0,4,1975,0,98031,47.395,-122.176,22901.560070856925,1-2 Bathrooms,5363.0,31.1,3.006189178265088,False,9.33617975681533,3-4,1,0,0,0,0.0
390000.0,2,1.75,7.909856667269403,1.0,0,0,4,1923,0,98102,47.6357,-122.322,1773.1906510179035,1-2 Bathrooms,19956.0,26.2,0.4009225818703025,True,8.993551586299981,<3,0,0,1,1,-1.0
459500.0,2,1.0,8.249575150000199,1.0,0,0,3,1929,0,98117,47.6805,-122.38,4582.699824119512,Studio or 1 Bathroom,9392.0,30.0,1.6214036099387514,False,9.076923258535832,<3,0,0,1,1,-1.0
330000.0,3,1.5,8.987321812850125,1.0,0,0,5,1948,0,98155,47.772,-122.322,7644.554763388312,1-2 Bathrooms,4784.0,30.0,4.05430290338948,False,9.211439767419483,3-4,1,0,0,0,0.0
189000.0,2,1.0,8.871926251117628,1.0,0,0,3,1944,0,98168,47.4873,-122.324,10264.23039107259,Studio or 1 Bathroom,3954.0,27.8,2.797990051245934,False,8.464003362902119,<3,1,0,0,2,0.0
280000.0,3,1.0,9.140239744296693,1.5,0,0,4,1954,0,98030,47.3749,-122.225,23644.57799794964,Studio or 1 Bathroom,5499.0,30.7,4.725783744233048,False,9.036106025364846,3-4,1,0,0,2,2.0
400000.0,2,1.75,9.161150127785412,1.0,0,0,2,1948,0,98155,47.7504,-122.306,5487.788550139414,1-2 Bathrooms,4784.0,30.0,1.7561305209653493,False,9.6004210780406,<3,2,1,0,0,1.0
368000.0,4,2.0,9.323133199451306,1.0,0,0,5,1942,0,98056,47.4937,-122.184,13533.417236598923,1-2 Bathrooms,4879.0,29.6,1.857859219779168,False,9.850139517034204,3-4,2,2,0,0,0.0
390000.0,4,1.75,8.971575439759016,1.5,0,0,4,1968,0,98058,47.454,-122.144,18809.03593834321,1-2 Bathrooms,2252.0,34.9,2.570772576840496,False,9.980494888896912,3-4,1,2,0,0,0.0
245000.0,2,1.0,8.919453168575453,1.0,0,0,3,1945,0,98133,47.7321,-122.341,3335.100613908476,Studio or 1 Bathroom,7038.0,30.4,2.435326310701494,False,8.501267040865978,<3,1,0,0,2,0.0
375000.0,4,2.5,9.039907859574642,1.0,0,0,4,1960,0,98133,47.7463,-122.336,4808.527908680484,2-3 Bathrooms,7038.0,30.4,3.249449922376644,False,9.441531454869693,3-4,1,1,0,0,0.0
465000.0,5,1.5,9.43284371840297,1.0,0,0,3,1961,0,98033,47.6995,-122.174,10936.71142363936,1-2 Bathrooms,4318.0,24.4,2.724761504026974,False,9.259225769705994,>4,2,0,0,0,1.0
445000.0,3,2.0,11.12658628466054,1.0,0,0,3,1997,0,98059,47.5018,-122.126,16430.19072712105,1-2 Bathrooms,2541.0,30.8,7.683314210841519,False,9.285540604539118,3-4,2,0,0,0,0.0
250000.0,3,1.0,8.962007209588313,1.0,0,0,3,1952,0,98118,47.5239,-122.288,6410.978198552338,Studio or 1 Bathroom,7844.0,31.2,1.8753474228167304,False,8.976009475021396,3-4,1,0,0,2,2.0
475500.0,3,1.0,9.150271845510064,1.0,0,0,4,1952,0,98133,47.7135,-122.332,1161.3769603701571,Studio or 1 Bathroom,7038.0,30.4,3.207691388988013,False,9.392745258631441,3-4,1,1,0,2,2.0
672324.0,2,1.75,8.664923303440572,1.5,0,0,3,1940,0,98105,47.6709,-122.276,3046.418852422008,1-2 Bathrooms,12890.0,25.1,0.9643502941754148,False,9.45727857185611,<3,0,1,0,0,1.0
420000.0,3,2.0,8.523175263093785,1.0,0,0,3,1937,0,98115,47.6936,-122.294,2454.098012048072,1-2 Bathrooms,8197.0,26.8,1.6403844304717647,False,8.881975184248867,3-4,0,0,0,0,0.0
515000.0,3,2.0,8.537191877922927,1.5,0,0,5,1907,0,98117,47.6801,-122.38,4606.330377442924,1-2 Bathrooms,9392.0,30.0,1.580034925506345,False,9.378478484253662,3-4,0,1,0,0,0.0
732350.0,4,2.5,8.9445502459405,2.0,0,0,3,1986,0,98052,47.6612,-122.148,11767.78383728024,2-3 Bathrooms,3741.0,25.0,3.132796513327324,False,9.924808634239811,3-4,1,2,0,0,0.0
297500.0,4,2.5,8.517393171418904,2.0,0,0,3,2005,0,98038,47.3608,-122.036,31974.510669866788,2-3 Bathrooms,572.0,38.8,2.1216809184422973,False,9.500843461614666,3-4,0,1,0,0,0.0
475000.0,3,1.5,7.908754738783246,1.5,0,0,3,1929,0,98115,47.6869,-122.317,1080.8741561919792,1-2 Bathrooms,8197.0,26.8,1.0740240557466092,False,9.481969279105716,3-4,0,1,0,0,0.0
414000.0,4,2.5,8.779249716229046,2.0,0,0,3,2003,0,98019,47.7241,-121.957,27309.91991663945,2-3 Bathrooms,317.0,35.1,13.173317561904764,False,9.605148899895818,3-4,1,1,0,0,0.0
357250.0,3,1.5,9.087155271405804,1.0,0,0,4,1952,0,98125,47.7273,-122.309,3025.760398148433,1-2 Bathrooms,7999.0,28.9,2.025148426317344,False,9.036106025364846,3-4,1,0,0,0,0.0
289950.0,2,1.0,8.699681400989514,1.0,0,0,4,1950,0,98133,47.7168,-122.34,1735.3956280218986,Studio or 1 Bathroom,7038.0,30.4,3.552141834249261,False,8.4252971767117,<3,0,0,1,1,-1.0
550000.0,3,1.0,8.219864741912652,1.0,0,0,4,1917,0,98118,47.5683,-122.285,2359.573540206353,Studio or 1 Bathroom,7844.0,31.2,0.4822128348986623,True,8.76732914779405,3-4,0,0,1,1,-1.0
446000.0,3,1.75,9.21024036697585,1.0,0,0,3,1958,0,98028,47.7434,-122.242,7851.016152288026,1-2 Bathrooms,3833.0,33.1,1.412279897736867,False,9.232199706329077,3-4,2,0,0,0,0.0
279000.0,3,1.5,9.72549660510262,1.5,0,0,4,1932,0,98038,47.3895,-122.023,30315.34886084025,1-2 Bathrooms,572.0,38.8,5.426536302183632,False,8.764209507142004,3-4,2,0,0,0,0.0
370000.0,3,2.25,8.48879371689454,2.0,0,0,3,1988,0,98011,47.7729,-122.172,14036.601697083051,2-3 Bathrooms,3884.0,29.1,8.339860447995386,False,9.35452729228868,3-4,0,1,0,0,0.0
216000.0,3,2.0,8.325063693631197,1.0,0,0,3,1998,0,98188,47.4401,-122.279,15667.943484846826,1-2 Bathrooms,3413.0,25.6,5.591056242621752,False,8.93075873555827,3-4,0,0,0,0,0.0
1100000.0,3,2.5,9.90353755128617,1.0,0,1,3,1952,0,98004,47.5809,-122.191,9094.154131665457,2-3 Bathrooms,5315.0,21.7,0.2780136858574591,True,9.642187721358466,3-4,2,1,0,0,1.0
1280600.0,4,2.5,9.645429005150419,1.0,0,1,5,1977,0,98040,47.5657,-122.23,6340.921541582731,2-3 Bathrooms,3997.0,26.9,0.1893618834124784,True,10.256992477269039,3-4,2,2,0,0,1.0
355000.0,2,1.5,7.824445930877619,1.0,0,1,3,1988,0,98106,47.5707,-122.359,3343.774034714827,1-2 Bathrooms,5006.0,29.4,1.5203069282514052,False,8.984818995876008,<3,0,0,0,0,1.0
699000.0,4,2.5,8.89740886527095,2.0,0,0,3,1988,0,98008,47.6441,-122.113,14345.772946015028,2-3 Bathrooms,4695.0,23.6,0.6883172240875033,False,10.041116787524166,3-4,1,2,0,0,0.0
412000.0,3,2.5,7.596894438144544,3.0,0,0,3,2014,0,98133,47.7049,-122.34,901.0008353386004,2-3 Bathrooms,7038.0,30.4,2.231255147125472,False,9.427465850964829,3-4,0,1,0,0,0.0
276000.0,2,1.0,8.881975184248867,1.0,0,0,3,1923,1951,98065,47.5265,-121.823,37260.05492837679,Studio or 1 Bathroom,224.0,32.6,13.590917794225824,False,8.830689198760998,<3,1,0,0,2,0.0
100000.0,2,1.0,8.768263145371286,1.0,0,0,3,1944,0,98178,47.4933,-122.245,10801.24591603005,Studio or 1 Bathroom,5364.0,32.9,2.03288449781262,False,8.464003362902119,<3,1,0,0,2,0.0
955500.0,4,1.75,8.533263371593732,1.5,0,0,3,1914,1993,98119,47.6427,-122.363,3950.581829108876,1-2 Bathrooms,10846.0,25.5,1.0117464218672851,False,9.743377484107393,3-4,0,1,0,0,0.0
199000.0,3,1.0,9.964723752006702,1.0,0,0,3,1958,0,98058,47.4454,-122.185,17685.80370888203,Studio or 1 Bathroom,2252.0,34.9,4.257023093905941,False,9.18307194482199,3-4,2,0,0,2,2.0
762000.0,4,3.5,9.632597042724184,2.0,0,0,3,2007,0,98065,47.5433,-121.887,32222.210383145168,+3 Bathrooms,224.0,32.6,12.876362889111256,False,10.491301994830229,3-4,2,2,0,0,0.0
425000.0,4,2.0,8.9851948179913,1.0,0,0,5,1967,0,98034,47.7357,-122.193,10762.584954712132,1-2 Bathrooms,5386.0,28.1,3.914247080468983,False,9.272469743441732,3-4,1,0,0,0,0.0
546000.0,2,1.0,8.523572798380277,2.0,0,0,3,1910,0,98116,47.5699,-122.389,5243.993074766959,Studio or 1 Bathroom,9060.0,32.7,1.566267600018611,False,9.358760377094455,<3,0,1,1,1,-1.0
419600.0,3,1.75,9.0432226489245,1.0,0,0,3,1976,0,98133,47.7554,-122.353,6076.23012187239,1-2 Bathrooms,7038.0,30.4,1.9941445732167788,False,9.372544251851037,3-4,1,1,0,0,0.0
735000.0,4,2.25,8.537583881063972,1.0,0,0,5,1954,0,98199,47.6528,-122.408,6997.195094014781,2-3 Bathrooms,5406.0,27.4,0.8512675509436387,False,9.807031716718498,3-4,0,2,0,0,0.0
1234570.0,2,2.5,6.413458957167357,3.0,0,0,3,2011,0,98112,47.6182,-122.312,625.2051654358614,2-3 Bathrooms,7621.0,25.4,1.8879907600189825,False,10.209905507043057,<3,0,2,0,0,1.0
445000.0,2,2.0,7.824445930877619,2.0,0,0,3,1985,0,98117,47.6793,-122.395,5630.283512589697,1-2 Bathrooms,9392.0,30.0,0.7898853723158208,False,9.068892008391808,<3,0,0,0,0,1.0
665000.0,3,2.0,10.628036496235605,1.0,0,0,3,1974,1989,98045,47.4914,-121.763,42464.00696041415,1-2 Bathrooms,91.0,30.2,8.6620971131611,False,9.541153770388567,3-4,2,1,0,0,0.0
1290000.0,5,3.5,12.581013251925787,1.0,0,0,3,2002,0,98034,47.7161,-122.219,8316.718301343588,+3 Bathrooms,5386.0,28.1,1.3097137318959615,False,10.714217748749789,>4,2,2,0,0,1.0
508500.0,4,2.75,9.433563920090563,2.0,0,0,3,1979,0,98074,47.6225,-122.064,18271.58902549292,2-3 Bathrooms,2896.0,32.7,0.4739899068544054,True,9.911505324129712,3-4,2,2,0,0,1.0
345950.0,5,1.0,9.323579767582693,1.5,0,0,3,1934,0,98155,47.736,-122.295,4400.976955654643,Studio or 1 Bathroom,4784.0,30.0,0.6807893165292143,False,9.27995971385624,>4,2,0,0,2,1.0
207500.0,3,1.0,9.18512512283512,1.0,0,0,3,1968,0,98042,47.3256,-122.141,31005.18109209166,Studio or 1 Bathroom,1751.0,35.0,3.655996151450695,False,9.348448774093812,3-4,2,1,0,2,2.0
1075000.0,4,2.5,9.298442820197728,1.0,0,0,4,1969,0,98040,47.5347,-122.227,8082.651119421838,2-3 Bathrooms,3997.0,26.9,0.8865175459773044,False,10.085850775128717,3-4,2,2,0,0,0.0
640000.0,3,1.0,8.221747728346623,2.0,0,0,4,1930,0,98112,47.6317,-122.301,1981.507580047771,Studio or 1 Bathroom,7621.0,25.4,1.164559379781413,False,9.177920480720072,3-4,0,0,0,2,2.0
329500.0,3,1.0,9.477998292597036,1.0,0,0,4,1941,0,98070,47.4482,-122.462,18444.38267989623,Studio or 1 Bathroom,295.0,36.8,1.448763174310276,False,9.447071196798909,3-4,2,1,0,2,2.0
460000.0,4,2.75,9.177507214880942,1.0,0,0,3,1979,0,98028,47.7713,-122.259,9164.43575303504,2-3 Bathrooms,3833.0,33.1,1.5405776096110395,False,9.77571099759397,3-4,2,1,0,0,0.0
1230000.0,3,1.75,9.590897844378162,1.5,0,1,3,1948,2003,98004,47.6074,-122.213,8067.126573496493,1-2 Bathrooms,5315.0,21.7,0.1265980039176138,True,9.77571099759397,3-4,2,1,1,1,-1.0
805000.0,5,3.0,8.776630098427717,2.0,0,3,4,1924,1962,98118,47.558,-122.266,4182.373754123189,2-3 Bathrooms,7844.0,31.2,0.2287462505599716,True,9.708141544619421,>4,1,1,1,1,-1.0
200000.0,3,1.5,9.254835611862735,1.0,0,0,3,1963,0,98042,47.3425,-122.082,31515.62301867665,1-2 Bathrooms,1751.0,35.0,2.416748669879604,False,8.785845337961213,3-4,2,0,0,0,0.0
