id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,quarter,months_since_built,nearest_station_distance_km,bathroom_category,population,density,commute_time
8807810050,20140529T000000,405000.0,3,2.0,1240,14404,1.0,0,0,3,7,1240,0,1988,0,98053,47.6614,-122.06,1350,9990,2014,5,2,316,18355.49753716691,1-2 Bathrooms,22857,827.0,32.5
3699100130,20141002T000000,495000.0,2,1.0,1670,14695,1.5,0,0,5,7,1670,0,1930,0,98033,47.7001,-122.2,1800,11355,2014,10,4,1017,9064.861649420778,Studio or 1 Bathroom,39726,4318.0,24.4
2215901650,20150402T000000,350000.0,4,2.5,2140,7095,2.0,0,0,3,8,2140,0,1992,0,98038,47.3528,-122.057,1600,7182,2015,4,2,279,31671.457020859852,2-3 Bathrooms,37624,572.0,38.8
1099900020,20141211T000000,368500.0,5,2.75,2530,7601,1.0,0,0,3,7,1520,1010,1992,0,98188,47.4683,-122.263,2400,7776,2014,12,4,275,12873.020721481642,2-3 Bathrooms,27524,3413.0,25.6
5128000010,20150105T000000,99000.0,2,1.0,960,8236,1.0,0,0,2,6,960,0,1948,0,98058,47.4698,-122.166,1260,8236,2015,1,1,804,16393.57605626379,Studio or 1 Bathroom,42366,2252.0,34.9
3303980660,20140603T000000,1070000.0,4,3.75,4130,12320,2.0,0,0,3,11,4130,0,2001,0,98059,47.5194,-122.151,3690,11227,2014,6,2,161,13816.660736186952,+3 Bathrooms,41076,2541.0,30.8
1155640050,20140826T000000,430000.0,4,1.75,1710,7724,1.0,0,0,3,8,1710,0,1983,0,98155,47.7721,-122.293,1940,7724,2014,8,3,379,8084.9338471956735,1-2 Bathrooms,36081,4784.0,30.0
8087800020,20140515T000000,412500.0,3,1.5,1490,8475,1.0,0,0,4,7,1490,0,1963,0,98052,47.6571,-122.133,1490,8540,2014,5,2,616,12852.550428417839,1-2 Bathrooms,75765,3741.0,25.0
3293200190,20141213T000000,1122500.0,4,3.25,4750,62365,2.0,0,0,3,11,4750,0,1988,0,98052,47.7149,-122.099,3300,31866,2014,12,4,323,16811.01856116226,+3 Bathrooms,75765,3741.0,25.0
1862000010,20140828T000000,915000.0,4,2.5,3400,35062,2.0,0,0,4,11,3400,0,1988,0,98052,47.7168,-122.113,2880,9705,2014,8,3,319,15852.583839268867,2-3 Bathrooms,75765,3741.0,25.0
5711200170,20140523T000000,535000.0,3,2.5,2210,7620,2.0,0,0,3,8,2210,0,1994,0,98052,47.6938,-122.13,1920,7440,2014,5,2,244,13932.983886486332,2-3 Bathrooms,75765,3741.0,25.0
8690800130,20141104T000000,390000.0,3,1.5,1650,8676,1.0,0,0,4,8,1130,520,1979,0,98133,47.7471,-122.352,1400,8499,2014,11,4,430,5179.0634833641525,1-2 Bathrooms,50153,7038.0,30.4
2768100545,20140908T000000,499000.0,3,1.5,1260,3135,1.0,0,0,4,7,780,480,1944,0,98107,47.6693,-122.371,1540,3025,2014,9,3,848,4206.197678139861,1-2 Bathrooms,27116,12484.0,30.0
2596400050,20140730T000000,375000.0,3,1.0,1960,7955,1.0,0,0,4,7,1260,700,1963,0,98177,47.7641,-122.364,1850,8219,2014,7,3,618,7266.094586268561,Studio or 1 Bathroom,20561,3647.0,29.5
2641400290,20141028T000000,349000.0,4,2.5,1800,7620,2.0,0,0,3,8,1800,0,1995,0,98055,47.4346,-122.201,1800,6879,2014,10,4,237,18121.831400260828,2-3 Bathrooms,24668,5532.0,33.1
3210600010,20141031T000000,635000.0,3,2.25,1940,7482,1.0,0,0,4,7,1240,700,1964,0,98004,47.6004,-122.195,2340,9310,2014,10,4,609,9098.784774696696,2-3 Bathrooms,38632,5315.0,21.7
8691370290,20141215T000000,682000.0,4,2.75,2820,8009,2.0,0,0,3,9,2820,0,2001,0,98075,47.6,-121.977,2820,7398,2014,12,4,167,25177.58558096773,2-3 Bathrooms,25762,2675.0,32.3
1790000080,20150203T000000,321027.0,4,2.25,2820,16770,1.0,0,0,4,8,1920,900,1966,0,98023,47.3186,-122.364,2320,13850,2015,2,1,589,29244.850468337758,2-3 Bathrooms,51811,5049.0,34.9
7116000425,20141125T000000,150000.0,2,1.0,720,4120,1.0,0,0,5,5,720,0,1915,0,98002,47.303,-122.217,940,6180,2014,11,4,1198,31536.105620990234,Studio or 1 Bathroom,35915,5015.0,29.5
8143100500,20141213T000000,410000.0,3,1.75,1640,17583,1.0,0,0,3,7,1110,530,1969,0,98034,47.726,-122.203,1420,11680,2014,12,4,551,9726.25035761613,1-2 Bathrooms,52841,5386.0,28.1
3735900545,20140523T000000,449950.0,3,2.0,1560,4080,2.0,0,0,3,7,1560,0,1923,1982,98115,47.6892,-122.319,1900,4080,2014,5,2,1096,1353.676241118271,1-2 Bathrooms,53729,8197.0,26.8
1443500305,20141013T000000,194990.0,6,2.5,1560,7144,1.0,0,0,3,6,1060,500,1913,0,98118,47.5335,-122.272,1300,6232,2014,10,4,1221,5905.70452906258,2-3 Bathrooms,48937,7844.0,31.2
3649100103,20150102T000000,475000.0,4,1.75,1910,8775,1.0,0,0,3,7,1210,700,1956,0,98028,47.7396,-122.247,2210,8778,2015,1,1,708,7303.9290096490795,1-2 Bathrooms,23556,3833.0,33.1
6746700605,20150128T000000,530000.0,5,1.75,1570,3000,2.0,0,0,4,7,1570,0,1908,0,98105,47.6677,-122.316,1610,3000,2015,1,1,1284,779.4371490568202,1-2 Bathrooms,49448,12890.0,25.1
7999950020,20140722T000000,319950.0,4,2.5,2038,7643,2.0,0,0,3,8,2038,0,2011,0,98092,47.3296,-122.18,2634,6824,2014,7,3,42,29483.7006468842,2-3 Bathrooms,50845,1185.0,34.2
9211500010,20150327T000000,210000.0,3,2.25,1720,9435,1.0,0,0,4,7,1220,500,1978,0,98023,47.2979,-122.377,1690,7215,2015,3,1,446,31664.206089096802,2-3 Bathrooms,51811,5049.0,34.9
1324300290,20141226T000000,485000.0,3,2.75,1670,3330,1.5,0,0,4,7,1670,0,1925,0,98107,47.6551,-122.36,1370,5000,2014,12,4,1079,3482.659084734302,2-3 Bathrooms,27116,12484.0,30.0
8691310380,20150128T000000,774000.0,4,2.75,2830,10240,2.0,0,0,4,9,2830,0,1998,0,98075,47.5903,-121.986,3490,10240,2015,1,1,204,24542.781818661068,2-3 Bathrooms,25762,2675.0,32.3
4037400430,20141015T000000,478000.0,4,2.0,1690,8208,1.0,0,0,4,7,1210,480,1958,0,98008,47.6052,-122.126,1620,8496,2014,10,4,681,14252.337245746183,1-2 Bathrooms,26091,4695.0,23.6
254000545,20141023T000000,385000.0,4,2.5,1620,5280,2.0,0,0,4,7,1620,0,1924,1971,98146,47.5132,-122.384,1590,5280,2014,10,4,1089,9133.536865465148,2-3 Bathrooms,27879,6034.0,29.8
7214780020,20150417T000000,595000.0,4,2.5,2360,43017,2.0,0,0,3,9,2360,0,1989,0,98077,47.774,-122.077,2750,40334,2015,4,2,315,20412.059011188787,2-3 Bathrooms,13862,802.0,31.1
114100314,20150318T000000,285000.0,3,1.5,1480,7117,1.0,0,0,3,7,1170,310,1960,0,98028,47.7766,-122.248,2230,14775,2015,3,1,662,10123.133537471265,1-2 Bathrooms,23556,3833.0,33.1
3629930170,20140514T000000,723000.0,4,2.5,2700,4004,2.0,0,0,3,9,2700,0,2004,0,98029,47.5521,-121.995,2260,4459,2014,5,2,124,24034.05866227682,2-3 Bathrooms,31480,3095.0,33.1
2946002140,20140812T000000,279000.0,3,1.5,1780,16000,1.0,0,0,2,7,1240,540,1960,0,98198,47.419,-122.322,1860,9775,2014,8,3,655,17833.39770083655,1-2 Bathrooms,38919,5039.0,30.1
1432400525,20150306T000000,195000.0,3,1.5,1430,7560,1.0,0,0,5,6,1430,0,1958,0,98058,47.4518,-122.179,1150,7560,2015,3,1,686,17347.77780365853,1-2 Bathrooms,42366,2252.0,34.9
7011201470,20141015T000000,625000.0,2,1.0,2160,2192,1.0,0,0,5,8,1170,990,1925,0,98119,47.6364,-122.371,1150,2152,2014,10,4,1077,3738.8091249731065,Studio or 1 Bathroom,26094,10846.0,25.5
7697800170,20150428T000000,270000.0,3,1.75,1800,9314,2.0,0,0,3,8,1800,0,1979,0,98011,47.7762,-122.198,2100,9658,2015,4,2,435,12686.063860950308,1-2 Bathrooms,27396,3884.0,29.1
8682291630,20141007T000000,559000.0,2,2.0,1930,5520,1.0,0,0,3,8,1930,0,2006,0,98053,47.7191,-122.022,1640,4533,2014,10,4,105,22511.057006288996,1-2 Bathrooms,22857,827.0,32.5
1775800420,20150202T000000,474000.0,4,2.25,1960,14834,1.0,0,0,4,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000,2015,2,1,469,18053.349577717865,2-3 Bathrooms,24931,1386.0,30.7
2215901310,20141114T000000,303500.0,4,2.5,1920,7345,2.0,0,0,3,8,1920,0,1992,0,98038,47.3526,-122.055,1860,7364,2014,11,4,274,31780.81121037501,2-3 Bathrooms,37624,572.0,38.8
1440500020,20141226T000000,350000.0,3,1.75,1470,8645,1.0,0,0,3,6,1470,0,1949,0,98155,47.7524,-122.323,1470,7680,2014,12,4,791,5465.106146243759,1-2 Bathrooms,36081,4784.0,30.0
6632900574,20140806T000000,367500.0,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300,1940,0,98155,47.7372,-122.316,1590,7800,2014,8,3,895,3871.054034431596,2-3 Bathrooms,36081,4784.0,30.0
6632900574,20150225T000000,595000.0,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300,1940,0,98155,47.7372,-122.316,1590,7800,2015,2,1,901,3871.054034431596,2-3 Bathrooms,36081,4784.0,30.0
7933510080,20141006T000000,589000.0,3,2.0,2360,118483,1.0,0,0,3,8,2360,0,1981,0,98024,47.5595,-121.867,2660,91476,2014,10,4,405,33545.22550240137,1-2 Bathrooms,5503,249.0,33.4
1926069063,20150306T000000,585000.0,3,1.75,1790,87213,1.0,0,0,4,7,1790,0,1974,0,98077,47.732,-122.077,3270,39586,2015,3,1,494,18935.480123953028,1-2 Bathrooms,13862,802.0,31.1
973600020,20141002T000000,482975.0,3,2.25,2130,8801,1.0,0,0,3,8,1370,760,1976,0,98155,47.7462,-122.29,2820,8801,2014,10,4,465,5558.020651436218,2-3 Bathrooms,36081,4784.0,30.0
9558010190,20141119T000000,365500.0,4,2.5,2030,4499,2.0,0,0,3,8,2030,0,2003,0,98058,47.4511,-122.119,2030,4539,2014,11,4,142,20347.860887363844,2-3 Bathrooms,42366,2252.0,34.9
267010020,20140711T000000,570000.0,4,2.0,1790,7800,1.0,0,0,5,8,1790,0,1972,0,98008,47.6266,-122.103,2150,7838,2014,7,3,510,15305.273908815409,1-2 Bathrooms,26091,4695.0,23.6
8097000170,20150202T000000,335000.0,3,2.5,2260,8040,2.0,0,0,3,8,2260,0,1990,0,98092,47.3203,-122.184,2390,8040,2015,2,1,301,30362.207227822626,2-3 Bathrooms,50845,1185.0,34.2
9136100420,20150408T000000,767500.0,4,2.0,2350,4815,1.5,0,0,4,7,1450,900,1914,0,98103,47.6681,-122.338,1640,4013,2015,4,2,1215,1878.4194507120492,1-2 Bathrooms,52210,11391.0,27.1
8929000280,20140519T000000,386591.0,3,2.5,1690,1613,2.0,0,0,3,8,1150,540,2014,0,98029,47.5518,-121.998,1690,1662,2014,5,2,4,23814.434276150827,2-3 Bathrooms,31480,3095.0,33.1
7883603190,20140722T000000,279000.0,3,1.0,1320,5750,1.5,0,0,3,7,1320,0,1913,0,98108,47.5288,-122.325,1010,5700,2014,7,3,1218,5695.951100218322,Studio or 1 Bathroom,23759,3221.0,29.5
203600470,20150409T000000,620000.0,4,2.5,2690,32780,2.0,0,0,3,9,2690,0,1998,0,98014,47.6612,-121.955,2840,36555,2015,4,2,207,26228.603612215546,2-3 Bathrooms,7736,89.0,34.2
8643200020,20140506T000000,407000.0,4,2.25,2810,23400,1.0,0,1,3,7,1710,1100,1958,0,98198,47.395,-122.311,1860,14900,2014,5,2,676,20485.42489364034,2-3 Bathrooms,38919,5039.0,30.1
322069153,20140827T000000,364250.0,3,2.5,2280,213879,2.0,0,0,3,8,2280,0,1994,0,98038,47.4213,-122.033,2380,178160,2014,8,3,247,27383.070961868685,2-3 Bathrooms,37624,572.0,38.8
2473450430,20140527T000000,399000.0,4,2.5,2870,9292,2.0,0,0,3,8,2540,330,1979,0,98058,47.4522,-122.123,2590,7533,2014,5,2,424,20047.406510988894,2-3 Bathrooms,42366,2252.0,34.9
7574910780,20140514T000000,766950.0,3,2.5,3030,30007,1.5,0,0,4,10,3030,0,1992,0,98077,47.743,-122.036,3360,34983,2014,5,2,268,22240.971297119213,2-3 Bathrooms,13862,802.0,31.1
3629980780,20140918T000000,710000.0,4,2.75,2940,4232,2.0,0,0,3,9,2940,0,2004,0,98029,47.5529,-121.99,2410,4000,2014,9,3,128,24396.346451181624,2-3 Bathrooms,31480,3095.0,33.1
3332000091,20150224T000000,320000.0,3,1.0,1190,4120,1.0,0,0,3,6,1190,0,1929,0,98118,47.5513,-122.272,1360,4635,2015,2,1,1033,4319.326507078339,Studio or 1 Bathroom,48937,7844.0,31.2
3395041236,20141023T000000,300000.0,3,2.5,1800,3253,2.0,0,0,3,7,1800,0,2001,0,98108,47.5401,-122.292,1800,3081,2014,10,4,165,4602.597645541597,2-3 Bathrooms,23759,3221.0,29.5
2310030500,20140710T000000,263000.0,3,1.75,1580,9187,1.0,0,0,3,8,1180,400,1993,0,98038,47.3538,-122.047,1620,6397,2014,7,3,258,32047.285532245885,1-2 Bathrooms,37624,572.0,38.8
8665050080,20141010T000000,445000.0,3,2.5,1730,4408,2.0,0,0,3,8,1730,0,1996,0,98029,47.5683,-122.005,1730,4408,2014,10,4,225,23119.74123343123,2-3 Bathrooms,31480,3095.0,33.1
4037000840,20150406T000000,554000.0,3,2.0,1910,9001,1.0,0,0,4,7,1910,0,1957,0,98008,47.6037,-122.119,2040,8700,2015,4,2,699,14758.098703739091,1-2 Bathrooms,26091,4695.0,23.6
2856101845,20140724T000000,335000.0,2,1.75,1000,5100,1.0,0,0,3,6,940,60,1906,0,98117,47.6787,-122.391,1900,5100,2014,7,3,1302,5396.390575553759,1-2 Bathrooms,36365,9392.0,30.0
8078550250,20141229T000000,307000.0,4,2.75,2520,6964,1.0,0,0,4,7,1260,1260,1987,0,98031,47.4038,-122.175,1930,6949,2014,12,4,335,22065.477938265474,2-3 Bathrooms,41464,5363.0,31.1
1837000010,20150302T000000,404000.0,3,1.0,1420,8160,1.0,0,0,3,7,970,450,1947,0,98125,47.7164,-122.306,1340,8160,2015,3,1,818,2208.1415027429675,Studio or 1 Bathroom,43386,7999.0,28.9
8691390280,20140731T000000,775000.0,4,3.5,3080,5250,2.0,0,0,3,9,3080,0,2003,0,98075,47.5992,-121.972,2980,5509,2014,7,3,138,25563.954764400125,+3 Bathrooms,25762,2675.0,32.3
2372800050,20140521T000000,220000.0,3,1.0,1060,9126,1.0,0,2,5,7,1060,0,1956,0,98022,47.201,-121.999,1300,9126,2014,5,2,700,48233.37979629743,Studio or 1 Bathroom,22007,30.0,34.4
6600250050,20140903T000000,518000.0,4,2.5,2160,9750,2.0,0,0,3,8,2160,0,1983,0,98028,47.7438,-122.246,2840,10535,2014,9,3,380,7631.787924327289,2-3 Bathrooms,23556,3833.0,33.1
7215900020,20141209T000000,1600000.0,4,3.5,4060,9486,2.0,0,0,3,10,4060,0,2005,0,98033,47.6634,-122.2,2410,9486,2014,12,4,119,7937.742886518702,+3 Bathrooms,39726,4318.0,24.4
6450304600,20141023T000000,315000.0,1,2.25,1940,2550,2.0,0,0,4,7,1100,840,1979,0,98133,47.7313,-122.343,1580,5100,2014,10,4,429,3297.4464445748376,2-3 Bathrooms,50153,7038.0,30.4
2541100050,20140731T000000,572650.0,4,2.5,2250,11349,2.0,0,0,3,8,2250,0,1991,0,98034,47.7111,-122.239,2110,9964,2014,7,3,282,6749.809630174471,2-3 Bathrooms,52841,5386.0,28.1
1853200080,20140619T000000,350000.0,2,1.0,1620,9205,1.0,0,0,5,6,850,770,1921,0,98034,47.7119,-122.23,2460,5469,2014,6,2,1121,7431.001172737595,Studio or 1 Bathroom,52841,5386.0,28.1
3058600050,20140919T000000,285000.0,2,1.0,920,5850,1.0,0,0,4,6,920,0,1900,0,98108,47.5441,-122.304,1640,5476,2014,9,3,1376,3952.912751615833,Studio or 1 Bathroom,23759,3221.0,29.5
3148750050,20150325T000000,231000.0,3,2.5,1370,7247,2.0,0,0,3,7,1370,0,1995,0,98032,47.3767,-122.303,1720,8085,2015,3,1,242,22529.790096107794,2-3 Bathrooms,38985,2299.0,30.0
8651400680,20140813T000000,179000.0,3,1.0,920,5200,1.0,0,0,4,6,920,0,1969,0,98042,47.3603,-122.085,920,5200,2014,8,3,547,29750.32153523187,Studio or 1 Bathroom,48639,1751.0,35.0
4359100050,20150330T000000,244000.0,3,1.5,1360,9625,1.0,0,0,3,7,1360,0,1963,0,98030,47.3799,-122.211,1890,9625,2015,3,1,626,23431.64168966874,1-2 Bathrooms,39526,5499.0,30.7
5379806185,20150306T000000,185850.0,3,1.5,1630,11662,1.0,0,0,3,7,1630,0,1943,1963,98188,47.4455,-122.278,1700,11662,2015,3,1,866,15087.944035750863,1-2 Bathrooms,27524,3413.0,25.6
1737300130,20141222T000000,610000.0,6,2.5,3610,12033,2.0,0,0,3,8,3210,400,1970,0,98011,47.7692,-122.219,2210,8577,2014,12,4,539,10984.775572554781,2-3 Bathrooms,27396,3884.0,29.1
2781200010,20141010T000000,419000.0,4,2.5,3010,9155,2.0,0,0,3,9,3010,0,2005,0,98038,47.3542,-122.027,3010,5762,2014,10,4,117,32974.05428839946,2-3 Bathrooms,37624,572.0,38.8
269000221,20140826T000000,779000.0,3,1.75,2320,6400,1.0,0,2,4,8,1420,900,1957,0,98199,47.6449,-122.389,2540,7680,2014,8,3,691,5354.39866996825,1-2 Bathrooms,22890,5406.0,27.4
6421100502,20140915T000000,695000.0,5,3.0,3290,14134,1.0,0,0,3,7,1870,1420,2004,0,98052,47.6708,-122.14,1970,11470,2014,9,3,128,12518.36349395043,2-3 Bathrooms,75765,3741.0,25.0
4136900190,20150320T000000,319900.0,3,2.5,2040,7580,2.0,0,2,3,8,2040,0,1998,0,98092,47.2618,-122.209,1960,7820,2015,3,1,206,36137.494279096034,2-3 Bathrooms,50845,1185.0,34.2
8731980680,20150112T000000,329000.0,3,2.75,1920,7700,1.0,0,0,4,8,1320,600,1978,0,98023,47.3213,-122.378,2040,8000,2015,1,1,444,29109.62296965167,2-3 Bathrooms,51811,5049.0,34.9
2095800250,20140827T000000,475226.0,3,2.5,2120,4512,2.0,0,0,3,8,2120,0,1988,0,98011,47.75,-122.183,2000,4553,2014,8,3,319,12064.163266030817,2-3 Bathrooms,27396,3884.0,29.1
3629920630,20150325T000000,638000.0,3,2.5,2170,5000,2.0,0,0,3,9,2170,0,2003,0,98029,47.5453,-121.996,2170,5000,2015,3,1,146,24067.876927860158,2-3 Bathrooms,31480,3095.0,33.1
6817800840,20150325T000000,440000.0,2,1.5,1330,15873,1.0,0,0,3,7,900,430,1984,0,98074,47.6359,-122.033,1610,12043,2015,3,1,374,20402.7944807186,1-2 Bathrooms,30370,2896.0,32.7
7520000440,20150209T000000,214000.0,3,2.0,1580,5080,1.0,0,0,4,6,800,780,1942,0,98146,47.4963,-122.35,1580,7114,2015,2,1,877,9659.483376920729,1-2 Bathrooms,27879,6034.0,29.8
587550470,20150429T000000,600000.0,3,2.75,3580,14217,2.0,0,3,4,10,2210,1370,1989,0,98023,47.3244,-122.379,3990,14674,2015,4,2,315,28783.27542071689,2-3 Bathrooms,51811,5049.0,34.9
6851700381,20150414T000000,935000.0,4,2.0,2580,4500,2.0,0,0,4,9,1850,730,1905,0,98102,47.6245,-122.316,2590,4100,2015,4,2,1323,628.3933010136676,1-2 Bathrooms,25396,19956.0,26.2
4077800029,20141027T000000,630000.0,4,1.75,1930,10210,1.5,0,2,3,8,1670,260,1941,0,98125,47.7078,-122.277,2730,6600,2014,10,4,885,3874.653800830033,1-2 Bathrooms,43386,7999.0,28.9
7202350480,20140930T000000,575000.0,3,2.5,2120,4780,2.0,0,0,3,7,2120,0,2004,0,98053,47.681,-122.032,1690,2650,2014,9,3,128,20701.81970752732,2-3 Bathrooms,22857,827.0,32.5
1021079099,20141106T000000,345000.0,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,2014,11,4,334,42153.354951334,2-3 Bathrooms,5963,401.0,36.9
6075000050,20140716T000000,323000.0,4,1.75,1310,9690,1.0,0,0,4,7,1310,0,1967,0,98011,47.7559,-122.226,2280,9618,2014,7,3,570,9638.20347835985,1-2 Bathrooms,27396,3884.0,29.1
5467910020,20140516T000000,425000.0,3,2.5,2670,13218,1.0,0,0,4,10,2670,0,1988,0,98042,47.3683,-122.153,1960,13130,2014,5,2,316,26334.08555896875,2-3 Bathrooms,48639,1751.0,35.0
322069109,20150505T000000,411000.0,2,2.25,1910,108900,1.0,0,0,4,7,1010,900,1972,0,98038,47.4206,-122.023,2050,108900,2015,5,2,520,28014.381203210833,2-3 Bathrooms,37624,572.0,38.8
8658300480,20140721T000000,299800.0,4,1.5,1530,9000,1.0,0,0,4,6,1530,0,1976,0,98014,47.6492,-121.908,1520,8500,2014,7,3,462,29732.39858970184,1-2 Bathrooms,7736,89.0,34.2
9187200285,20140505T000000,823000.0,6,1.75,2920,5000,2.5,0,0,4,9,2780,140,1908,0,98122,47.6024,-122.295,2020,5000,2014,5,2,1276,2505.235345600698,1-2 Bathrooms,41541,17787.0,26.5
3670500605,20140908T000000,200000.0,3,1.0,1010,8108,1.0,0,0,3,7,1010,0,1955,0,98155,47.735,-122.309,1110,8108,2014,9,3,716,3800.4048925634243,Studio or 1 Bathroom,36081,4784.0,30.0
2141330050,20140520T000000,760000.0,4,1.75,2450,13300,1.0,0,2,4,9,1630,820,1987,0,98006,47.5564,-122.13,3150,15500,2014,5,2,328,13918.350263720306,1-2 Bathrooms,39595,3524.0,27.6
3820350020,20150428T000000,359950.0,4,2.5,1820,3899,2.0,0,0,3,7,1820,0,1999,0,98019,47.735,-121.985,1820,3899,2015,4,2,195,25650.499767256737,2-3 Bathrooms,11290,317.0,35.1
3291800780,20150203T000000,375000.0,4,2.5,2090,8325,1.0,0,0,4,7,1470,620,1983,0,98056,47.4888,-122.184,1700,8025,2015,2,1,385,13922.020853110549,2-3 Bathrooms,36950,4879.0,29.6
2423069120,20140508T000000,295000.0,2,1.75,2200,89298,1.0,0,0,3,7,1100,1100,1973,0,98027,47.4633,-121.976,2590,89298,2014,5,2,496,28390.550858008348,1-2 Bathrooms,27808,487.0,29.3
6918100170,20150319T000000,250000.0,4,3.0,2250,7882,2.0,0,0,3,8,1570,680,1986,0,98198,47.3703,-122.314,1550,7508,2015,3,1,350,23231.985030423988,2-3 Bathrooms,38919,5039.0,30.1
7169200221,20141023T000000,497000.0,3,2.25,1450,1387,3.0,0,0,3,8,1450,0,2000,0,98115,47.6765,-122.302,1450,1429,2014,10,4,177,1042.9358575297583,2-3 Bathrooms,53729,8197.0,26.8
3579000440,20140813T000000,520000.0,4,2.5,2280,8798,2.0,0,0,4,8,2280,0,1987,0,98028,47.7471,-122.247,2180,8632,2014,8,3,331,7794.558230982684,2-3 Bathrooms,23556,3833.0,33.1
8860500130,20140717T000000,365000.0,4,3.5,2720,6781,2.0,0,0,3,8,2100,620,1999,0,98055,47.4612,-122.215,2280,5942,2014,7,3,186,15016.360764999483,+3 Bathrooms,24668,5532.0,33.1
1441800010,20141208T000000,459900.0,3,2.25,2250,8000,1.0,0,0,3,8,1460,790,1976,0,98034,47.7229,-122.202,1930,9000,2014,12,4,467,9716.243268822738,2-3 Bathrooms,52841,5386.0,28.1
7129300595,20150506T000000,158000.0,3,2.0,1090,6090,1.0,0,0,3,7,940,150,1940,0,98118,47.5118,-122.259,1840,6090,2015,5,2,904,8489.895376883658,1-2 Bathrooms,48937,7844.0,31.2
4322300010,20140606T000000,294700.0,3,2.0,1970,9600,1.0,0,0,4,7,1300,670,1967,0,98003,47.2824,-122.301,1710,7703,2014,6,2,569,33014.073599737516,1-2 Bathrooms,50501,4392.0,32.4
7229800066,20140819T000000,439950.0,4,2.25,2780,15075,2.0,0,0,3,7,2780,0,1985,0,98059,47.477,-122.116,1650,25542,2014,8,3,355,18622.017989581145,2-3 Bathrooms,41076,2541.0,30.8
3625059071,20150108T000000,899000.0,4,2.25,2290,40946,1.0,0,3,4,8,1550,740,1960,0,98008,47.616,-122.103,2790,20076,2015,1,1,660,15549.274023484979,2-3 Bathrooms,26091,4695.0,23.6
9517200480,20140702T000000,535000.0,3,1.75,2330,12141,1.0,0,0,3,7,1390,940,1983,0,98072,47.7607,-122.146,1850,12141,2014,7,3,378,15080.932590154933,1-2 Bathrooms,24931,1386.0,30.7
240000269,20150124T000000,530000.0,4,4.5,4060,10800,2.0,0,0,3,10,4060,0,2007,0,98188,47.4241,-122.29,1830,9768,2015,1,1,96,17328.475343942315,+3 Bathrooms,27524,3413.0,25.6
9835800840,20150204T000000,215000.0,4,2.0,1470,7000,1.0,0,0,4,8,1470,0,1967,0,98032,47.3742,-122.289,1640,7000,2015,2,1,577,22862.867720521892,1-2 Bathrooms,38985,2299.0,30.0
8058500005,20150203T000000,290000.0,2,1.0,1620,5400,1.0,0,0,3,6,920,700,1926,0,98125,47.7069,-122.299,1540,7245,2015,2,1,1069,2227.0048488134266,Studio or 1 Bathroom,43386,7999.0,28.9
2568200170,20150311T000000,798000.0,5,2.75,3220,5934,2.0,0,0,3,9,3220,0,2006,0,98052,47.7076,-122.101,3100,5934,2015,3,1,110,16481.41037782259,2-3 Bathrooms,75765,3741.0,25.0
9545250010,20141107T000000,785000.0,4,2.5,3270,9578,2.0,0,0,3,9,3270,0,1993,0,98027,47.5373,-122.051,3120,8784,2014,11,4,262,20178.990934425983,2-3 Bathrooms,27808,487.0,29.3
4140090420,20150318T000000,433000.0,3,1.75,2160,8565,1.0,0,0,3,8,1730,430,1971,0,98028,47.7664,-122.262,2910,9570,2015,3,1,530,8589.017003269964,1-2 Bathrooms,23556,3833.0,33.1
3334000050,20140721T000000,425000.0,2,1.0,1150,6835,1.0,0,1,3,7,1010,140,1922,0,98118,47.5567,-122.273,1150,6561,2014,7,3,1110,3852.085095317212,Studio or 1 Bathroom,48937,7844.0,31.2
5101404144,20140724T000000,654000.0,4,2.5,2240,7540,1.0,0,0,3,8,1540,700,1962,0,98115,47.6965,-122.308,1960,7250,2014,7,3,630,1641.120535903413,2-3 Bathrooms,53729,8197.0,26.8
7338001190,20141017T000000,215000.0,3,1.5,1280,5065,2.0,0,0,4,6,1280,0,1983,0,98002,47.3343,-122.217,1070,4491,2014,10,4,381,28157.549507493466,1-2 Bathrooms,35915,5015.0,29.5
1865810290,20150318T000000,232000.0,3,1.0,840,6540,1.0,0,0,3,6,840,0,1970,2014,98042,47.3743,-122.116,1010,6600,2015,3,1,542,27151.285664142113,Studio or 1 Bathroom,48639,1751.0,35.0
2785000290,20140507T000000,675000.0,3,1.75,1680,10500,1.0,0,0,4,8,1680,0,1959,0,98005,47.6098,-122.169,2250,10400,2014,5,2,664,11062.798013685333,1-2 Bathrooms,21603,2945.0,23.2
7955040080,20141104T000000,665000.0,5,2.75,2330,8000,1.0,0,0,4,7,1550,780,1972,0,98052,47.6651,-122.144,1750,8419,2014,11,4,514,12119.150654097779,2-3 Bathrooms,75765,3741.0,25.0
5480900010,20140623T000000,835000.0,4,2.5,3030,29163,2.0,0,0,3,10,3030,0,1998,0,98053,47.6569,-122.02,2780,40669,2014,6,2,197,21330.67200745551,2-3 Bathrooms,22857,827.0,32.5
